"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村 コード","全国，都道府県，市区町村","/表章事項","2015年（平成27年）の人口（組替）【人】","世帯数【世帯】","2015年（平成27年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2020000000","2020年","27226","藤井寺市","","65,438","27,818","27,133","-1,724","-2.63455","685","2.52460","88.72630","8.89","7,166.9"
"2020000000","2020年","27227","東大阪市","","502,784","231,335","223,485","-8,710","-1.73235","7,850","3.51254","94.68441","61.78","7,997.3"
"2020000000","2020年","27228","泉南市","","62,438","23,012","22,800","-2,299","-3.68205","212","0.92982","91.48279","48.98","1,227.8"
"2020000000","2020年","27229","四條畷市","","56,075","22,381","22,089","-877","-1.56398","292","1.32192","94.01076","18.69","2,953.3"
"2020000000","2020年","27230","交野市","","76,435","29,663","28,923","-1,358","-1.77667","740","2.55852","91.23513","25.55","2,938.4"
"2020000000","2020年","27231","大阪狭山市","","57,792","24,161","22,982","694","1.20086","1,179","5.13010","88.30613","11.92","4,906.5"
"2020000000","2020年","27232","阪南市","","54,276","20,948","20,710","-3,014","-5.55310","238","1.14920","89.66257","36.17","1,417.3"
"2020000000","2020年","27301","島本町","","29,983","12,718","12,012","916","3.05506","706","5.87746","89.52953","16.81","1,838.1"
"2020000000","2020年","27321","豊能町","","19,934","7,579","7,760","-1,650","-8.27732","-181","-2.33247","90.35919","34.34","532.4"
"2020000000","2020年","27322","能勢町","","10,256","3,595","3,717","-1,194","-11.64197","-122","-3.28222","91.50465","98.75","91.8"
"2020000000","2020年","27341","忠岡町","","17,298","6,719","6,726","-727","-4.20280","-7","-0.10407","92.28359","3.97","4,174.1"
"2020000000","2020年","27361","熊取町","","44,435","17,339","16,483","-639","-1.43806","856","5.19323","94.72678","17.24","2,540.4"
"2020000000","2020年","27362","田尻町","","8,417","3,732","3,772","21","0.24950","-40","-1.06045","97.98217","5.62","1,501.4"
"2020000000","2020年","27366","岬町","","15,938","6,374","6,407","-1,151","-7.22173","-33","-0.51506","86.00000","49.18","300.7"
"2020000000","2020年","27381","太子町","","13,748","5,048","5,066","-747","-5.43352","-18","-0.35531","94.53838","14.17","917.5"
"2020000000","2020年","27382","河南町","","16,126","6,408","6,115","-408","-2.53008","293","4.79150","94.45750","25.26","622.2"
"2020000000","2020年","27383","千早赤阪村","","5,378","1,946","2,036","-475","-8.83228","-90","-4.42043","89.45131","37.30","131.4"
"2020000000","2020年","28000","兵庫県","","5,534,800","2,398,865","2,315,200","-65,616","-1.18552","83,665","3.61373","90.65943","8,401.02","651.0"
"2020000000","2020年","28100","神戸市","","1,537,272","734,314","705,459","-10,250","-0.66677","28,855","4.09024","88.52822","557.02","2,741.4"
"2020000000","2020年","28101","神戸市東灘区","","213,634","102,205","97,265","139","0.06506","4,940","5.07891","87.02800","34.02","6,283.7"
"2020000000","2020年","28102","神戸市灘区","","136,088","69,936","67,407","766","0.56287","2,529","3.75184","86.76511","32.66","4,190.3"
"2020000000","2020年","28105","神戸市兵庫区","","106,956","61,105","57,875","2,314","2.16351","3,230","5.58099","93.96812","14.67","7,448.5"
"2020000000","2020年","28106","神戸市長田区","","97,912","49,499","48,780","-2,979","-3.04253","719","1.47396","88.97780","11.36","8,356.8"
"2020000000","2020年","28107","神戸市須磨区","","162,468","74,205","73,278","-3,580","-2.20351","927","1.26505","85.22733","28.93","5,492.2"
"2020000000","2020年","28108","神戸市垂水区","","219,474","97,662","95,473","-3,912","-1.78244","2,189","2.29279","87.09218","28.11","7,668.5"
"2020000000","2020年","28109","神戸市北区","","219,805","88,411","87,126","-9,058","-4.12093","1,285","1.47488","89.53261","240.29","877.1"
"2020000000","2020年","28110","神戸市中央区","","135,153","91,125","81,022","12,562","9.29465","10,103","12.46945","86.02264","28.97","5,098.9"
"2020000000","2020年","28111","神戸市西区","","245,782","100,166","97,233","-6,502","-2.64543","2,933","3.01647","92.61358","138.01","1,733.8"
"2020000000","2020年","28201","姫路市","","535,664","223,611","212,801","-4,941","-0.92241","10,810","5.07986","93.65353","534.56","992.8"
"2020000000","2020年","28202","尼崎市","","452,563","221,152","210,433","7,154","1.58077","10,719","5.09378","93.58543","50.72","9,063.8"
"2020000000","2020年","28203","明石市","","293,409","133,661","121,890","10,429","3.55442","11,771","9.65707","93.45346","49.42","6,148.1"
"2020000000","2020年","28204","西宮市","","487,850","215,188","210,965","-2,145","-0.43968","4,223","2.00175","87.07800","99.96","4,859.0"
"2020000000","2020年","28205","洲本市","","44,258","17,790","18,081","-2,929","-6.61801","-291","-1.60942","90.64951","182.38","226.6"
"2020000000","2020年","28206","芦屋市","","95,350","42,505","41,881","-1,312","-1.37598","624","1.48994","80.82840","18.47","5,091.4"
"2020000000","2020年","28207","伊丹市","","196,883","82,546","78,903","1,361","0.69127","3,643","4.61706","93.20709","25.00","7,929.8"
"2020000000","2020年","28208","相生市","","30,129","11,747","12,153","-1,755","-5.82495","-406","-3.34074","91.97564","90.40","313.9"
"2020000000","2020年","28209","豊岡市","","82,250","30,168","30,189","-4,731","-5.75198","-21","-0.06956","92.77579","697.55","111.1"
"2020000000","2020年","28210","加古川市","","267,435","106,977","103,495","-6,447","-2.41068","3,482","3.36441","95.57867","138.48","1,884.7"
"2020000000","2020年","28212","赤穂市","","48,567","18,880","18,729","-2,646","-5.44814","151","0.80624","92.84814","126.85","362.0"
"2020000000","2020年","28213","西脇市","","40,866","15,164","15,049","-2,152","-5.26599","115","0.76417","91.94804","132.44","292.3"
"2020000000","2020年","28214","宝塚市","","224,903","95,518","94,140","1,755","0.78034","1,378","1.46378","84.33924","101.80","2,226.5"
"2020000000","2020年","28215","三木市","","77,178","29,944","28,653","-1,805","-2.33875","1,291","4.50564","92.73532","176.51","427.0"
"2020000000","2020年","28216","高砂市","","91,030","36,715","36,340","-3,272","-3.59442","375","1.03192","93.48708","34.38","2,552.6"
"2020000000","2020年","28217","川西市","","156,375","63,344","62,675","-3,902","-2.49528","669","1.06741","87.82321","53.44","2,853.2"
"2020000000","2020年","28218","小野市","","48,580","17,570","16,860","-989","-2.03582","710","4.21115","95.42151","92.94","512.1"
"2020000000","2020年","28219","三田市","","112,691","42,335","41,070","-3,367","-2.98782","1,265","3.08011","91.84698","210.32","519.8"
"2020000000","2020年","28220","加西市","","44,313","16,143","15,364","-1,563","-3.52718","779","5.07029","97.33198","150.98","283.2"
